Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Aj,_,Gn,_,_,_,_;1063
Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;Cj,_,_,_,_,_,_;1058
Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;1057
Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;PM,Nt,Tr;1050
Nn,_,Ac,_,_,_,_;Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;1041
Aj,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;1039
Aj,_,Ab,_,_,_,_;Aj,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;1033
PM,Nt,Tr;Cj,_,_,_,_,_,_;Pc,_,_,_,_,_,_;1028
Nn,_,Ac,_,_,_,_;Cj,_,_,_,_,_,_;Nn,_,Ac,_,_,_,_;1022
Pp,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;Nn,_,Gn,_,_,_,_;1010
Nn,_,Ac,_,_,_,_;PM,Nt,Tr;Nn,_,Ac,_,_,_,_;1004
Pp,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;998
Cj,_,_,_,_,_,_;Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;996
If,_,_,_,_,_,Pf;Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;993
PM,Nt,Tr;Cj,_,_,_,_,_,_;Ad,_,_,_,_,_,_;990
Aj,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Nn,_,Gn,_,_,_,_;990
Cj,_,_,_,_,_,_;Pp,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;987
Cj,_,_,_,_,_,_;Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Im;968
Ad,_,_,_,_,_,_;Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;960
Nn,_,Ac,_,_,_,_;Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;959
Nn,_,Dt,_,_,_,_;Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;955
Nn,_,Gn,_,_,_,_;Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;952
Zr,_,_,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Nt,Tr;951
Cj,_,_,_,_,_,_;Pn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Im;946
Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;PM,Tr,_;939
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Aj,_,Nm,_,_,_,_;928
PM,Nt,Tr;Nn,_,Gn,_,_,_,_;PM,Nt,Tr;903
Aj,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;PM,Nt,Tr;902
Pp,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;PM,Nt,Tr;895
Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;Pp,_,Lc,_,_,_,_;890
Nn,_,Ac,_,_,_,_;PM,Nt,Tr;Cj,_,_,_,_,_,_;890
Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Tr,_;889
Ad,_,_,_,_,_,_;Pc,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;863
PM,Nt,Tr;Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;859
Vb,_,_,_,_,_,Im;Pp,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;859
Aj,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;Nn,_,Gn,_,_,_,_;857
Nn,_,Lc,_,_,_,_;Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;856
Nn,_,Lc,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Nt,Tr;852
Nn,_,Gn,_,_,_,_;Pp,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;840
PM,Nt,Tr;Nn,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;834
Nn,_,Nm,_,_,_,_;PM,Nt,Tr;Ad,_,_,_,_,_,_;822
Nn,_,Nm,_,_,_,_;Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;822
Zr,_,_,_,_,_,_;PM,Nt,Tr;Nn,_,Nm,_,_,_,_;819
Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Cj,_,_,_,_,_,_;812
Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Vb,_,_,_,_,_,Im;809
Aj,_,Gn,_,_,_,_;Cj,_,_,_,_,_,_;Aj,_,Gn,_,_,_,_;807
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Pp,_,Lc,_,_,_,_;803
Nn,_,Gn,_,_,_,_;Cj,_,_,_,_,_,_;Aj,_,Gn,_,_,_,_;796
PM,Nt,Tr;Pp,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;795
Nn,_,Nm,_,_,_,_;PM,Nt,Tr;Cj,_,_,_,_,_,_;780
PM,Nt,Tr;Nn,_,Nm,_,_,_,_;Aj,_,Gn,_,_,_,_;779
Aj,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;PM,Tr,_;770
Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;770
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Pt,_,Gn,_,_,_,Im;764
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Aj,_,Gn,_,_,_,_;754
PM,Nt,Tr;Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;754
PM,Nt,Tr;Pp,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;754
PM,Nt,Tr;Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Im;753
Cj,_,_,_,_,_,_;Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;752
Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Pf;752
Pp,_,Lc,_,_,_,_;Pn,_,Lc,_,_,_,_;PM,Tr,_;752
Nn,_,Nm,_,_,_,_;Nn,_,Gn,_,_,_,_;Vb,_,_,_,_,_,Im;752
PM,Nt,Tr;Cj,_,_,_,_,_,_;Nn,_,Nm,_,_,_,_;749
Pn,_,Nm,_,_,_,_;Pc,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;744
Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Pp,_,Lc,_,_,_,_;740
Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Cj,_,_,_,_,_,_;739
Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Pp,_,Lc,_,_,_,_;737
Nn,_,Nm,_,_,_,_;Ad,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;732
Pc,_,_,_,_,_,_;Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;732
Vb,_,_,_,_,_,Im;Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;732
Nn,_,Ab,_,_,_,_;Cj,_,_,_,_,_,_;Nn,_,Ab,_,_,_,_;731
Vb,_,_,_,_,_,Im;Nn,_,Nm,_,_,_,_;PM,Nt,Tr;731
Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;Aj,_,Gn,_,_,_,_;730
PM,Nt,Tr;Pp,_,Ac,_,_,_,_;Aj,_,Ac,_,_,_,_;727
PM,Nt,Tr;Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;722
If,_,_,_,_,_,Im;Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;719
Ad,_,_,_,_,_,_;PM,Nt,Tr;Ad,_,_,_,_,_,_;716
PM,Nt,Tr;Nn,_,Nm,_,_,_,_;Cj,_,_,_,_,_,_;711
Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Cj,_,_,_,_,_,_;698
Nn,_,Nm,_,_,_,_;Pp,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;697
Pc,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;PM,Nt,Tr;691
Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;Aj,_,Gn,_,_,_,_;690
PM,Nt,Tr;Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;685
Cj,_,_,_,_,_,_;Ad,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;680
Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;Vb,_,_,_,_,_,Im;680
Pp,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;Cj,_,_,_,_,_,_;678
PM,Nt,_;Nn,_,Nm,_,_,_,_;PM,Nt,_;677
Nn,_,Gn,_,_,_,_;Pp,_,Ac,_,_,_,_;Aj,_,Ac,_,_,_,_;670
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Vb,_,_,_,_,_,Pf;668
Aj,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;PM,Tr,_;665
Nn,_,Ac,_,_,_,_;PM,Nt,Tr;Vb,_,_,_,_,_,Im;664
PM,Nt,_;Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;657
Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Pp,_,Ab,_,_,_,_;657
Nn,_,Nm,_,_,_,_;Pp,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;655
Nn,_,Nm,_,_,_,_;Nn,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;653
Ad,_,_,_,_,_,_;PM,Nt,Tr;Nn,_,Nm,_,_,_,_;652
Nn,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;645
Pp,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;PM,Tr,_;644
Nn,_,Nm,_,_,_,_;Pc,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;643
Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Nn,_,Nm,_,_,_,_;641
Vb,_,_,_,_,_,Pf;Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;640
Nn,_,Ac,_,_,_,_;Pp,_,Lc,_,_,_,_;Aj,_,Lc,_,_,_,_;635
Nn,_,Nm,_,_,_,_;PM,Nt,Tr;Pt,_,Nm,_,_,_,Im;629
Pp,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;628
Pn,_,Nm,_,_,_,_;Ad,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;625
Vb,_,_,_,_,_,Im;Aj,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;623
Nn,_,Ac,_,_,_,_;Pp,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;621
Aj,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Vb,_,_,_,_,_,Im;617
Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Ad,_,_,_,_,_,_;612
Cj,_,_,_,_,_,_;Aj,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;609
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Pt,_,Gn,_,_,_,Pf;608
Nn,_,Gn,_,_,_,_;PM,Nt,_;Nn,_,Nm,_,_,_,_;608
Cj,_,_,_,_,_,_;Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Pf;606
Cj,_,_,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Nt,Tr;605
Vb,_,_,_,_,_,Im;Nn,_,Nm,_,_,_,_;Nn,_,Gn,_,_,_,_;602
Ad,_,_,_,_,_,_;Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;594
Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Nn,_,Nm,_,_,_,_;594
Cj,_,_,_,_,_,_;Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;593
Vb,_,_,_,_,_,Pf;Aj,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;590
Nn,_,Ac,_,_,_,_;PM,Nt,Tr;Ad,_,_,_,_,_,_;589
Nn,_,Gn,_,_,_,_;Nn,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;587
Cj,_,_,_,_,_,_;Pc,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;583
Pp,_,_,_,_,_,_;Zr,_,_,_,_,_,_;Nn,_,Lc,_,_,_,_;581
PM,Nt,Tr;Ad,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;580
PM,Nt,Tr;Vb,_,_,_,_,_,Im;Nn,_,Nm,_,_,_,_;578
PM,Nt,Tr;Nn,_,Nm,_,_,_,_;PM,Tr,_;578
Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Pp,_,Ac,_,_,_,_;577
Pp,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;Aj,_,Gn,_,_,_,_;577
Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Pp,_,Gn,_,_,_,_;576
PM,Nt,Tr;Pn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Pf;572
Ad,_,_,_,_,_,_;Aj,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;572
Nn,_,Nm,_,_,_,_;PM,Nt,Tr;Pt,_,Nm,_,_,_,Pf;567
Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Im;Nn,_,Ac,_,_,_,_;564
Pp,_,Ac,_,_,_,_;Aj,_,Ac,_,_,_,_;Aj,_,Ac,_,_,_,_;564
Nn,_,Nm,_,_,_,_;PM,Nt,Tr;Vb,_,_,_,_,_,Im;563
Nn,_,Ab,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Nt,Tr;563
Nn,_,Nm,_,_,_,_;PM,Nt,Tr;Zr,_,_,_,_,_,_;560
PM,Nt,Tr;Zr,_,_,_,_,_,_;Nn,_,Gn,_,_,_,_;560
Cj,_,_,_,_,_,_;Pn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Pf;558
Nn,_,Nm,_,_,_,_;Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;558
Cj,_,_,_,_,_,_;Pp,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;558
PM,Nt,Tr;Pp,_,Gn,_,_,_,_;Pn,_,Gn,_,_,_,_;558
Cj,_,_,_,_,_,_;Nn,_,Nm,_,_,_,_;Aj,_,Gn,_,_,_,_;558
Nn,_,Gn,_,_,_,_;Pp,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;557
Nn,_,Dt,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Nt,Tr;556
Cj,_,_,_,_,_,_;Ad,_,_,_,_,_,_;PM,Nt,Tr;552
Nn,_,Ac,_,_,_,_;Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;548
Aj,_,Ab,_,_,_,_;Nn,_,Ab,_,_,_,_;Cj,_,_,_,_,_,_;547
Cj,_,_,_,_,_,_;Aj,_,Nm,_,_,_,_;Aj,_,Nm,_,_,_,_;547
Vb,_,_,_,_,_,Im;Pp,_,Ac,_,_,_,_;Aj,_,Ac,_,_,_,_;545
PM,Nt,_;Nn,_,Nm,_,_,_,_;PM,Nt,Tr;544
Nn,_,Nm,_,_,_,_;Pp,_,Ac,_,_,_,_;Nn,_,Ac,_,_,_,_;543
Zr,_,_,_,_,_,_;Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;542
PM,Nt,Tr;Cj,_,_,_,_,_,_;Cj,_,_,_,_,_,_;542
Pp,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;PM,Tr,_;539
Aj,_,Nm,_,_,_,_;Cj,_,_,_,_,_,_;Aj,_,Nm,_,_,_,_;536
Nn,_,Ab,_,_,_,_;PM,Nt,Tr;Nn,_,Ab,_,_,_,_;535
Aj,_,Nm,_,_,_,_;PM,Nt,Tr;Aj,_,Nm,_,_,_,_;533
Pp,_,Gn,_,_,_,_;Pn,_,Gn,_,_,_,_;PM,Nt,Tr;532
Vb,_,_,_,_,_,Im;PM,Nt,Tr;Vb,_,_,_,_,_,Im;532
Nn,_,Ab,_,_,_,_;Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;531
Ad,_,_,_,_,_,_;Cj,_,_,_,_,_,_;Ad,_,_,_,_,_,_;530
Nn,_,Ac,_,_,_,_;PM,Nt,Tr;Nn,_,Nm,_,_,_,_;530
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Pn,_,Nm,_,_,_,_;528
Nn,_,Ac,_,_,_,_;PM,Nt,Tr;Vb,_,_,_,_,_,Pf;528
Nn,_,Nm,_,_,_,_;Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Pf;527
Nn,_,Lc,_,_,_,_;Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;527
Nn,_,Nm,_,_,_,_;Nn,_,Gn,_,_,_,_;Cj,_,_,_,_,_,_;527
Nn,_,Ab,_,_,_,_;Nn,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;525
Aj,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;Nn,_,Nm,_,_,_,_;525
Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Im;Pp,_,Lc,_,_,_,_;524
Nn,_,Ac,_,_,_,_;Nn,_,Gn,_,_,_,_;Cj,_,_,_,_,_,_;522
Nn,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;Aj,_,Gn,_,_,_,_;522
Vb,_,_,_,_,_,Im;Nn,_,Ac,_,_,_,_;Nn,_,Gn,_,_,_,_;521
Ad,_,_,_,_,_,_;Vb,_,_,_,_,_,Im;Nn,_,Nm,_,_,_,_;519
Vb,_,_,_,_,_,Im;Pp,_,Dt,_,_,_,_;Nn,_,Dt,_,_,_,_;517
PM,Nt,_;Nn,_,Gn,_,_,_,_;PM,Nt,_;513
PM,Nt,Tr;Nn,_,Nm,_,_,_,_;Vb,_,_,_,_,_,Pf;513
PM,Nt,Tr;Nn,_,Ac,_,_,_,_;PM,Nt,Tr;513
PM,Nt,Tr;Pn,_,Nm,_,_,_,_;Ad,_,_,_,_,_,_;511
Pc,_,_,_,_,_,_;Pp,_,Lc,_,_,_,_;Nn,_,Lc,_,_,_,_;508
Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;Vb,_,_,_,_,_,Pf;507
Vb,_,_,_,_,_,Pf;Pp,_,Ac,_,_,_,_;Aj,_,Ac,_,_,_,_;506
Nn,_,Gn,_,_,_,_;PM,Nt,Tr;Pp,_,Gn,_,_,_,_;506
PM,Nt,_;Aj,_,Gn,_,_,_,_;Nn,_,Gn,_,_,_,_;505
